hour,minute,second,Irms,Vrms,Prms
2,6,16,0.11,80.97,9.30
2,6,16,0.01,7.49,"
"
2,6,16,0.29,80.68,23.10
2,6,16,0.35,79.55,28.11
2,6,16,0.34,79.45,27.29
2,6,16,0.34,80.43,27.12
2,6,16,0.33,80.90,26.78
2,6,16,0.11,80.97,9.30
2,6,18,0.02,0.17,79.91
2,6,18,0.30,80.54,23.96
2,6,18,0.36,79.90,28.63
2,6,18,0.34,78.99,26.93
2,6,19,0.34,79.72,26.78
2,6,19,0.33,79.81,26.52
2,6,19,0.10,80.68,7.87
,,,,,
