hour,minute,second,Irms,Vrms,Prms
2,52,16,0.,84.29,0.00
2,52,16,0.01,83.14,0.44
2,52,16,0.01,82.76,0.44
2,52,16,"
",,
2,52,16,0.01,82.03,0.61
2,52,16,0.01,84.21,0.63
2,52,16,0.00,86.59,0.00
2,52,16,0.00,83.79,0.00
2,52,16,0.00,84.29,0.00
2,52,16,0.01,83.14,0.44
2,52,16,0.01,82.76,0.44
2,52,16,"
",,
2,52,16,0.01,82.03,0.61
2,52,16,0.01,84.21,0.63
2,52,16,0.00,86.59,0.00
2,52,16,0.00,83.79,0.00
2,52,16,0.00,84.29,0.00
,,,,,
