hour,minute,second,Irms,Vrms,Prms
2,21,15,7.10,81.16,576.01
2,21,15,7.42,81.71,606.60
2,21,15,2.50,82.95,207.51
2,21,15,4.61,82.36,379.39
2,21,15,8.14,80.77,657.35
2,21,15,51.08,"
",
2,21,15,1.70,82.14,139.54
2,21,15,7.10,81.16,576.01
2,21,15,7.42,81.71,606.60
2,21,15,2.50,82.95,207.51
2,21,15,4.61,82.36,379.39
2,21,15,8.14,80.77,657.35
2,21,15,51.08,"
",
2,21,15,1.70,82.14,139.54
2,21,15,7.10,81.16,576.01
2,21,15,7.42,81.71,606.60
2,21,15,2.50,82.95,207.51
,,,,,
