hour,minute,second,Irms,Vrms,Prms,
2,52,51,0.03,62,0,
2,52,51,0,81.97,0,
2,52,51,0.01,83.41,0.44,
2,52,51,"
",,,
2,52,51,0,82.99,0,
2,52,51,0.01,83.23,0.62,
2,52,51,0,83.92,0,
2,52,51,0,84.14,0,
2,52,51,0,83.62,0,
2,52,51,0,81.97,0,
2,52,51,0.01,83.41,0.44,
2,52,51,"
",,,
2,52,51,0,82.99,0,
2,52,51,0.01,83.23,0.62,
2,52,51,0,83.92,0,
2,52,51,0,84.14,0,
2,52,51,0,83.62,0,
