hour,minute,second,Irms,Vrms,Prms
2,35,46,8.25,80.70,666.10
2,35,46,5.58,81.91,456.69
2,35,46,2.68,82.07,220.24
2,35,46,84.67,"
",
2,35,46,8.39,79.67,668.41
2,35,46,4.48,81.74,365.98
2,35,46,3.76,81.75,307.58
2,35,46,8.25,80.70,666.10
2,35,46,5.58,81.91,456.69
2,35,46,2.68,82.07,220.24
2,35,46,84.67,"
",
2,35,46,8.39,79.67,668.41
2,35,46,4.48,81.74,365.98
2,35,46,3.76,81.75,307.58
2,35,46,8.25,80.70,666.10
2,35,46,5.58,81.91,456.69
2,35,46,2.68,82.07,220.24
,,,,,
