hour,minute,second,Irms,Vrms,Prms
2,8,27,0.11,98,13.61
2,8,27,1,81.96,9.24
2,8,27,0.16,81.85,13.06
2,8,27,0.33,80.44,26.33
2,8,27,0.34,80.46,27.13
2,8,27,0.33,81.33,27.03
2,8,27,0.11,82.36,9.25
2,8,27,0.17,81.98,13.61
2,8,27,1,81.96,9.24
2,8,27,0.16,81.85,13.06
2,8,27,0.33,80.44,26.33
2,8,27,0.34,80.46,27.13
2,8,27,0.33,81.33,27.03
2,8,27,0.11,82.36,9.25
2,8,27,0.17,81.98,13.61
