hour,minute,second,Irms,Vrms,Prms
2,20,58,"8.
",,
2,20,58,6.62,82.27,544.64
2,20,58,1.47,82.91,121.87
2,20,58,5.75,81.13,466.79
2,20,58,8.12,81.39,661.25
2,20,58,4.50,82.55,371.27
2,20,58,2.68,82.07,219.67
2,20,58,30.88,"
",
2,20,58,6.62,82.27,544.64
2,20,58,1.47,82.91,121.87
2,20,58,5.75,81.13,466.79
2,20,58,8.12,81.39,661.25
2,20,58,4.50,82.55,371.27
2,20,58,2.68,82.07,219.67
2,20,58,7.47,79.75,595.72
2,20,58,7.08,82.47,584.21
2,20,58,1.94,83.78,162.92
,,,,,
