hour,minute,second,Irms,Vrms,Prms
2,35,58,841,587.82,"
"
2,35,58,1.53,82.63,126.33
2,35,58,6.59,79.94,526.61
2,35,58,7.98,80.55,642.44
2,35,58,21.77,"
",
2,35,58,1.64,81.52,134.01
2,35,58,7.44,80.07,595.40
2,35,58,7.22,81.41,587.82
2,35,58,1.53,82.63,126.33
2,35,58,6.59,79.94,526.61
2,35,58,7.98,80.55,642.44
2,35,58,8.11,79.35,643.18
2,35,58,3.09,81.36,251.37
2,35,59,4.92,81.84,402.91
2,35,59,8.37,80.06,670.26
2,35,59,4.62,81.28,375.30
,,,,,
