hour,minute,second,Irms,Vrms,Prms
2,39,41,"1.18
",,
2,39,41,5.84,80.40,469.51
2,39,41,8.41,80.21,674.96
2,39,41,6.20,81.55,505.71
2,39,41,1.27,81.96,103.77
2,39,41,675.55,"
",
2,39,41,5.47,81.85,448.01
2,39,41,1.15,81.54,93.94
2,39,41,5.84,80.40,469.51
2,39,41,8.41,80.21,674.96
2,39,41,6.20,81.55,505.71
2,39,41,1.27,81.96,103.77
2,39,41,6.40,80.53,515.61
2,39,42,8.40,80.48,675.88
2,39,42,5.76,81.19,467.75
2,39,42,1.11,80.84,89.37
2,39,42,5.70,80.42,458.28
,,,,,
