hour,minute,second,Irms,Vrms,Prms
2,52,4,0.000,"
",
2,52,4,0.00,84.79,0.00
2,52,4,0.00,84.71,0.00
2,52,4,0.00,84.01,0.00
2,52,4,0.00,82.77,0.00
2,52,4,0.00,83.61,0.00
2,52,4,0.01,84.63,0.45
2,52,4,"
",,
2,52,4,0.00,83.29,0.00
2,52,4,0.00,84.79,0.00
2,52,4,0.00,84.71,0.00
2,52,4,0.00,84.01,0.00
2,52,4,0.00,82.77,0.00
2,52,4,0.00,83.61,0.00
2,52,4,0.01,84.63,0.45
2,52,4,0.01,84.34,0.45
2,52,4,0.00,83.41,0.00
,,,,,
