hour,minute,second,Irms,Vrms,Prms
2,7,17,0.21,80.48,16.74
2,7,17,0.28,80.59,22.58
2,7,17,33,81.18,26.87
2,7,17,0.23,81.25,18.63
2,7,17,0.10,81.45,8.49
2,7,17,0.06,81.18,4.55
2,7,17,0.06,81.13,4.67
2,7,17,0.21,80.48,16.74
2,7,17,0.28,80.59,22.58
2,7,17,33,81.18,26.87
2,7,17,0.23,81.25,18.63
2,7,17,0.10,81.45,8.49
2,7,17,0.06,81.18,4.55
2,7,17,0.06,81.13,4.67
2,7,17,0.21,80.48,16.74
,,,,,
