hour,minute,second,Irms,Vrms,Prms
2,53,1,0.00,"
",
2,53,1,0.01,83.13,0.44
2,53,1,0.00,82.79,0.00
2,53,1,0.00,83.78,0.00
2,53,1,0.00,84.46,0.00
2,53,1,0.00,84.20,0.00
2,53,1,0.01,83.07,0.44
2,53,1,"
",,
2,53,1,0.00,86.73,0.00
2,53,1,0.01,83.13,0.44
2,53,1,0.00,82.79,0.00
2,53,1,0.00,83.78,0.00
2,53,1,0.00,84.46,0.00
2,53,1,0.00,84.20,0.00
2,53,1,0.01,83.07,0.44
2,53,1,0.00,83.09,0.00
2,53,1,0.00,83.22,0.00
,,,,,
