hour,minute,second,Irms,Vrms,Prms
2,9,21,"0.
",,
2,9,21,0.33,80.82,26.75
2,9,21,0.12,82.66,10.27
2,9,21,0.22,82.33,17.78
2,9,21,0.35,80.52,28.55
2,9,21,0.34,79.50,26.70
2,9,21,0.27,81.51,21.91
2,9,21,80.15,27.53,"
"
2,9,21,0.33,80.82,26.75
2,9,21,0.12,82.66,10.27
2,9,21,0.22,82.33,17.78
2,9,21,0.35,80.52,28.55
2,9,21,0.34,79.50,26.70
2,9,21,0.27,81.51,21.91
2,9,21,0.05,81.97,4.17
2,9,21,0.31,80.99,25.51
,,,,,
