hour,minute,second,Irms,Vrms,Prms
2,50,46,0.001,82.83,0.44
2,50,46,"
",,
2,50,46,0.00,84.17,0.00
2,50,46,0.00,83.09,0.00
2,50,46,0.00,82.79,0.00
2,50,46,0.00,83.82,0.00
2,50,46,0.00,85.04,0.00
2,50,46,0.00,84.53,0.00
2,50,46,0.01,82.83,0.44
2,50,46,"
",,
2,50,46,0.00,84.17,0.00
2,50,46,0.00,83.09,0.00
2,50,46,0.00,82.79,0.00
2,50,46,0.00,83.82,0.00
2,50,46,0.00,85.04,0.00
2,50,46,0.00,84.53,0.00
2,50,46,0.01,82.83,0.44
,,,,,
