hour,minute,second,Irms,Vrms,Prms
2,48,51,0.000,"
",
2,48,51,0.01,83.24,0.44
2,48,51,0.00,84.33,0.00
2,48,51,0.00,83.59,0.00
2,48,51,0.01,82.28,0.43
2,48,51,0.01,83.45,0.44
2,48,51,0.00,8483.85,0.00
2,48,51,0.00,82.42,0.00
2,48,51,0.01,83.24,0.44
2,48,51,0.00,84.33,0.00
2,48,51,0.00,83.59,0.00
2,48,51,0.01,82.28,0.43
2,48,51,0.01,83.45,0.44
2,48,51,0.00,84.0.00,83.37
2,48,51,0.01,84.72,0.45
2,48,52,0.00,84.44,0.00
,,,,,
