hour,minute,second,Irms,Vrms,Prms
2,36,11,8.06,80.74,650.36
2,36,11,2.99,81.71,244.27
2,36,11,60.74,"
",
2,36,11,7.60,80.19,609.33
2,36,11,7.14,81.57,582.51
2,36,11,1.54,82.49,127.27
2,36,11,6.43,80.02,514.37
2,36,11,8.06,80.74,650.36
2,36,11,2.99,81.71,244.27
2,36,11,60.74,"
",
2,36,11,7.60,80.19,609.33
2,36,11,7.14,81.57,582.51
2,36,11,1.54,82.49,127.27
2,36,11,6.43,80.02,514.37
2,36,11,8.06,80.74,650.36
2,36,11,2.99,81.71,244.27
2,36,13,5.10,81.97,418.23
,,,,,
