hour,minute,second,Irms,Vrms,Prms
2,20,23,12.18,"
",
2,20,23,1.82,81.30,148.11
2,20,23,6.94,80.29,556.98
2,20,23,7.62,80.75,615.52
2,20,23,3.22,81.97,263.94
2,20,23,38.56,"
",
2,20,23,8.11,80.16,650.09
2,20,23,5.04,81.71,412.18
2,20,23,1.82,81.30,148.11
2,20,23,6.94,80.29,556.98
2,20,23,7.62,80.75,615.52
2,20,23,3.22,81.97,263.94
2,20,23,7.45,81.48,606.72
2,20,23,2.85,81.26,231.89
2,20,23,3.93,80.95,318.33
2,20,23,7.93,79.87,633.44
2,20,24,6.40,81.15,519.64
,,,,,
