hour,minute,second,Irms,Vrms,Prms
2,20,15,71.52,181.44,"
"
2,20,15,7.33,80.19,587.97
2,20,15,7.25,81.26,588.88
2,20,15,2.26,82.32,186.30
2,20,15,25.32,"
",
2,20,15,8.12,79.86,648.54
2,20,15,4.91,81.71,401.49
2,20,15,2.23,81.52,181.44
2,20,15,7.33,80.19,587.97
2,20,15,7.25,81.26,588.88
2,20,15,2.26,82.32,186.30
2,20,15,7.36,78.53,578.31
2,20,15,7.17,80.96,580.10
2,20,15,2.24,81.85,183.25
2,20,15,4.71,81.83,385.42
2,20,16,8.09,79.89,646.04
,,,,,
