hour,minute,second,Irms,Vrms,Prms
,,,,,
2,53,11,0.00,84.44,0.00
2,53,11,0.00,84.69,0.00
2,53,11,0.00,84.30,0.00
2,53,11,0.00,83.04,0.00
2,53,11,0.01,82.78,0.44
2,53,11,0.00,83.47,0.00
2,53,11,0.00,84.36,0.00
2,53,11,"
",,
2,53,11,0.00,84.44,0.00
2,53,11,0.00,84.69,0.00
2,53,11,0.00,84.30,0.00
2,53,11,0.00,83.04,0.00
2,53,11,0.01,82.78,0.44
2,53,11,0.00,83.47,0.00
2,53,11,0.00,84.36,0.00
2,53,13,0.01,83.62,0.44
,,,,,
