hour,minute,second,Irms,Vrms,Prms
2,20,29,5.49,104.28,"
"
2,20,29,6.1,80.37,490.4
2,20,29,8.03,80.7,648.37
2,20,29,57.75,"
",
2,20,29,4.76,81.36,387.46
2,20,29,8.09,80,647.38
2,20,29,5.82,81.94,477.01
2,20,29,1.27,81.8,104.28
2,20,29,6.1,80.37,490.4
2,20,29,8.03,80.7,648.37
2,20,29,57.75,"
",
2,20,29,4.76,81.36,387.46
2,20,29,8.09,80,647.38
2,20,29,5.82,81.94,477.01
2,20,29,1.27,81.8,104.28
2,20,29,6.1,80.37,490.4
2,20,29,8.03,80.7,648.37
2,20,29,1.25,81.94,102.53
