hour,minute,second,Irms,Vrms,Prms
2,20,43,28.00,"
",
2,20,43,4.68,82.14,384.04
2,20,43,2.15,81.97,176.45
2,20,43,7.04,80.26,565.36
2,20,43,493.36,"
",
2,20,43,1.15,81.49,94.05
2,20,43,5.89,80.37,473.75
2,20,43,8.04,80.58,648.00
2,20,43,4.68,82.14,384.04
2,20,43,2.15,81.97,176.45
2,20,43,7.04,80.26,565.36
2,20,43,8.11,79.54,645.11
2,20,43,5.49,82.13,451.10
2,20,43,1.44,81.78,117.97
2,20,43,6.51,79.79,519.27
2,20,44,7.87,79.88,628.58
2,20,44,3.74,81.04,302.74
,,,,,
