hour,minute,second,Irms,Vrms,Prms
2,7,38,0.13,34,80.65
2,7,38,0.33,81.26,26.9
2,7,38,0.23,81.81,19.04
2,7,38,0.06,82.24,5.08
2,7,38,0.19,81.81,15.72
2,7,38,0.3,80.7,24.61
2,7,38,,80.07,28.49
2,7,38,0.34,80.65,27.19
2,7,38,0.33,81.26,26.9
2,7,38,0.23,81.81,19.04
2,7,38,0.06,82.24,5.08
2,7,38,0.19,81.81,15.72
2,7,38,0.3,80.7,24.61
2,7,38,0.33,80.6,26.68
2,7,38,0.09,81.34,7.13
