hour,minute,second,Irms,Vrms,Prms
2,29,9,2.71,85.26,"
"
2,29,9,6.42,80.4,516.44
2,29,9,7.71,79.99,616.94
2,29,9,1.6,82.07,131.68
2,29,9,49.2,"
",
2,29,9,5.73,81.38,466.07
2,29,9,8.02,80.53,646.22
2,29,9,2.27,81.7,185.26
2,29,9,6.42,80.4,516.44
2,29,9,7.71,79.99,616.94
2,29,9,1.6,82.07,131.68
2,29,9,49.2,"
",
2,29,9,5.73,81.38,466.07
2,29,9,8.02,80.53,646.22
2,29,9,2.27,81.7,185.26
2,29,9,6.42,80.4,516.44
2,29,9,7.71,79.99,616.94
2,29,9,1.6,82.07,131.68
