hour,minute,second,Irms,Vrms,Prms
2,53,5,0.00,84.15,0.00
2,53,5,0.01,83.37,0.44
2,53,5,0.00,82.83,0.00
2,53,5,0.01,83.46,0.44
2,53,5,0.00,84.67,0.00
2,53,5,"
",,
2,53,5,0.00,83.86,0.00
2,53,5,0.00,84.53,0.00
2,53,5,0.00,84.15,0.00
2,53,5,0.01,83.37,0.44
2,53,5,0.00,82.83,0.00
2,53,5,0.01,83.46,0.44
2,53,5,0.00,84.67,0.00
2,53,7,0.00,84.29,0.00
2,53,7,0.00,84.34,0.00
2,53,7,0.00,83.64,0.00
,,,,,
