hour,minute,second,Irms,Vrms,Prms
2,9,54,0.39,"
",
2,9,54,0.20,81.69,15.98
2,9,54,0.35,80.56,28.27
2,9,54,81.83,16.57,"
"
2,9,54,0.18,81.48,14.52
2,9,54,0.35,80.79,28.25
2,9,54,0.34,80.48,27.13
2,9,54,0.18,81.92,14.99
2,9,54,0.20,81.69,15.98
2,9,54,0.35,80.56,28.27
2,9,54,0.34,80.13,27.12
2,9,54,0.33,81.86,26.80
2,9,54,0.04,81.96,3.00
2,9,55,0.31,80.61,25.10
2,9,55,0.34,79.56,26.72
2,9,55,0.32,81.67,26.14
,,,,,
