hour,minute,second,Irms,Vrms,Prms
2,9,26,0.12,82.12,9.55
2,9,26,0.22,81.61,17.90
2,9,26,0.35,80.56,28.48
2,9,26,6,82.03,4.97
2,9,26,0.28,81.47,22.74
2,9,26,0.34,80.52,27.56
2,9,26,0.34,80.99,27.21
2,9,26,0.12,82.12,9.55
2,9,26,0.22,81.61,17.90
2,9,26,0.35,80.56,28.48
2,9,26,6,82.03,4.97
2,9,26,0.28,81.47,22.74
2,9,26,0.34,80.52,27.56
2,9,26,0.34,80.99,27.21
2,9,26,0.12,82.12,9.55
,,,,,
