hour,minute,second,Irms,Vrms,Prms
2,6,46,0.35,80.03,27.69
2,6,46,0.34,79.93,27.56
2,6,46,0.34,80.57,27.47
2,6,46,79.84,16.59,"
"
2,6,46,0.28,82.04,22.88
2,6,46,0.32,80.07,25.53
2,6,46,0.35,79.85,27.93
2,6,46,0.35,80.03,27.69
2,6,46,0.34,79.93,27.56
2,6,46,0.34,80.57,27.47
2,6,46,79.84,16.59,"
"
2,6,46,0.28,82.04,22.88
2,6,46,0.32,80.07,25.53
2,6,46,0.35,79.85,27.93
2,6,46,0.35,80.03,27.69
,,,,,
