hour,minute,second,Irms,Vrms,Prms
2,40,2,5.19,80.97,419.89
2,40,2,8.28,80.16,663.96
2,40,2,6.78,80.99,549.46
2,40,2,54.67,"
",
2,40,2,8.39,80.36,673.89
2,40,2,6.36,81.51,518.28
2,40,2,1.38,82.08,113.28
2,40,2,5.19,80.97,419.89
2,40,2,8.28,80.16,663.96
2,40,2,6.78,80.99,549.46
2,40,2,1.67,"
",
2,40,2,8.39,80.36,673.89
2,40,2,6.36,81.51,518.28
2,40,2,1.38,82.08,113.28
2,40,2,5.19,80.97,419.89
2,40,2,8.28,80.16,663.96
2,40,2,6.78,80.99,549.46
,,,,,
