hour,minute,second,Irms,Vrms,Prms
2,7,45,0.29,"
",
2,7,45,0.33,80.68,26.80
2,7,45,0.20,81.68,16.46
2,7,45,0.04,81.85,3.17
2,7,45,0.26,80.73,20.71
2,7,45,0.34,80.53,27.15
2,7,45,,80.15,28.72
2,7,45,0.34,80.06,27.09
2,7,45,0.33,80.68,26.80
2,7,45,0.20,81.68,16.46
2,7,45,0.04,81.85,3.17
2,7,45,0.26,80.73,20.71
2,7,45,0.34,80.53,27.15
2,7,45,,80.15,28.72
2,7,45,0.34,80.06,27.09
2,7,45,0.33,80.68,26.80
,,,,,
